Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1997","1997","1000 USD","71600","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1998","1998","1000 USD","78434","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1999","1999","1000 USD","66289","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2000","2000","1000 USD","39502","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2001","2001","1000 USD","35345","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2002","2002","1000 USD","47867","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2003","2003","1000 USD","66022","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2004","2004","1000 USD","58925","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2005","2005","1000 USD","59223","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2006","2006","1000 USD","58296","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2007","2007","1000 USD","86526","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2008","2008","1000 USD","101674","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2009","2009","1000 USD","96067","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2010","2010","1000 USD","109845","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2011","2011","1000 USD","110634","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2012","2012","1000 USD","92029","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2013","2013","1000 USD","103364","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2014","2014","1000 USD","130977","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2015","2015","1000 USD","141832","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2019","2019","1000 USD","4916646","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2020","2020","1000 USD","4793281","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2021","2021","1000 USD","8500978","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1991","1991","1000 USD","6824","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1992","1992","1000 USD","7255","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1993","1993","1000 USD","6756","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1994","1994","1000 USD","3404","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1995","1995","1000 USD","3820","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1996","1996","1000 USD","3763","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1997","1997","1000 USD","3437","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1998","1998","1000 USD","1183","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","1999","1999","1000 USD","942","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2000","2000","1000 USD","776","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2001","2001","1000 USD","722","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2002","2002","1000 USD","850","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2003","2003","1000 USD","994","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2009","2009","1000 USD","11894","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2010","2010","1000 USD","11671","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2011","2011","1000 USD","12818","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2012","2012","1000 USD","14986","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01311","Avocados","2013","2013","1000 USD","19219","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1991","1991","1000 USD","26798","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1992","1992","1000 USD","30148","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1993","1993","1000 USD","29665","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1994","1994","1000 USD","15886","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1995","1995","1000 USD","17789","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1996","1996","1000 USD","20048","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1997","1997","1000 USD","17891","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1998","1998","1000 USD","12762","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","1999","1999","1000 USD","15338","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2000","2000","1000 USD","13330","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2001","2001","1000 USD","12416","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2002","2002","1000 USD","14672","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2009","2009","1000 USD","84988","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2010","2010","1000 USD","66352","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2011","2011","1000 USD","94625","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2012","2012","1000 USD","96340","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01312","Bananas","2013","2013","1000 USD","107107","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1991","1991","1000 USD","683","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1992","1992","1000 USD","752","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1993","1993","1000 USD","728","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1994","1994","1000 USD","384","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1995","1995","1000 USD","442","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1996","1996","1000 USD","363","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1997","1997","1000 USD","328","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1998","1998","1000 USD","483","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1999","1999","1000 USD","1702","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2000","2000","1000 USD","348","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2001","2001","1000 USD","340","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2002","2002","1000 USD","1558","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2003","2003","1000 USD","241","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01241.90","Other beans, green","2009","2009","1000 USD","14093","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","1995","1995","1000 USD","6434","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","1996","1996","1000 USD","6905","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","1997","1997","1000 USD","5937","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","1998","1998","1000 USD","6153","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","1999","1999","1000 USD","6351","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2000","2000","1000 USD","5682","E","Estimated value"
"QV","Value of Agricultural Production","178","Congo","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2002","2002","1000 USD","6142","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","1993","1993","1000 USD","79","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","1994","1994","1000 USD","59","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","1995","1995","1000 USD","63","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","1996","1996","1000 USD","72","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","1997","1997","1000 USD","79","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","1998","1998","1000 USD","64","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","1999","1999","1000 USD","74","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","2000","2000","1000 USD","68","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","2001","2001","1000 USD","51","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","2002","2002","1000 USD","49","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01311","Avocados","2003","2003","1000 USD","37","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","1993","1993","1000 USD","65","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","1994","1994","1000 USD","119","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","1995","1995","1000 USD","168","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","1996","1996","1000 USD","172","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","1997","1997","1000 USD","165","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","1998","1998","1000 USD","123","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","1999","1999","1000 USD","142","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","2000","2000","1000 USD","120","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","2001","2001","1000 USD","151","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","2002","2002","1000 USD","166","E","Estimated value"
"QV","Value of Agricultural Production","184","Cook Islands","57","Gross Production Value (current thousand US$)","01312","Bananas","2003","2003","1000 USD","157","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","1993","1993","1000 USD","9105","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","1994","1994","1000 USD","11036","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","1995","1995","1000 USD","14528","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","1997","1997","1000 USD","21306","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","1998","1998","1000 USD","19935","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","1999","1999","1000 USD","22612","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","2000","2000","1000 USD","21514","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","2001","2001","1000 USD","23708","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","2002","2002","1000 USD","18850","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","2003","2003","1000 USD","17508","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","2004","2004","1000 USD","16042","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","2005","2005","1000 USD","14948","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01311","Avocados","2006","2006","1000 USD","13200","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1991","1991","1000 USD","301300","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1992","1992","1000 USD","472498","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1993","1993","1000 USD","536564","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1994","1994","1000 USD","536932","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1995","1995","1000 USD","675673","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1996","1996","1000 USD","691616","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1997","1997","1000 USD","668546","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1998","1998","1000 USD","742098","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","1999","1999","1000 USD","702567","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2000","2000","1000 USD","608661","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2001","2001","1000 USD","571782","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2002","2002","1000 USD","565923","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2003","2003","1000 USD","623302","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2004","2004","1000 USD","615109","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2006","2006","1000 USD","702501","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2007","2007","1000 USD","751385","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2008","2008","1000 USD","765351","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2009","2009","1000 USD","710112","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2010","2010","1000 USD","834694","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2011","2011","1000 USD","903325","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2012","2012","1000 USD","997016","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2013","2013","1000 USD","1024609","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2014","2014","1000 USD","1023814","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2015","2015","1000 USD","1047179","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2016","2016","1000 USD","1209492","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2017","2017","1000 USD","1144571","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2018","2018","1000 USD","1175647","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2019","2019","1000 USD","1031944","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01312","Bananas","2020","2020","1000 USD","1217835","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1991","1991","1000 USD","2749","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1992","1992","1000 USD","2297","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1993","1993","1000 USD","3029","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2004","2004","1000 USD","3889","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2005","2005","1000 USD","3811","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2006","2006","1000 USD","4468","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2007","2007","1000 USD","5595","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2008","2008","1000 USD","7423","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2009","2009","1000 USD","7575","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2010","2010","1000 USD","7753","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01311","Avocados","2011","2011","1000 USD","8879","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1992","1992","1000 USD","60660","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1993","1993","1000 USD","88182","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1994","1994","1000 USD","41109","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1995","1995","1000 USD","45876","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1996","1996","1000 USD","56763","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1997","1997","1000 USD","46704","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1998","1998","1000 USD","57587","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","1999","1999","1000 USD","89607","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2000","2000","1000 USD","97466","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2001","2001","1000 USD","49989","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2002","2002","1000 USD","53671","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2003","2003","1000 USD","95329","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2004","2004","1000 USD","168278","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2005","2005","1000 USD","160246","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2006","2006","1000 USD","190479","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2007","2007","1000 USD","210385","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01312","Bananas","2008","2008","1000 USD","161970","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1991","1991","1000 USD","542141","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1992","1992","1000 USD","614306","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1993","1993","1000 USD","567730","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1994","1994","1000 USD","458801","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1995","1995","1000 USD","718023","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1996","1996","1000 USD","772738","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1997","1997","1000 USD","824469","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1998","1998","1000 USD","926362","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1999","1999","1000 USD","661133","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2000","2000","1000 USD","615954","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2001","2001","1000 USD","782331","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2002","2002","1000 USD","1201221","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2003","2003","1000 USD","1599902","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2004","2004","1000 USD","551394","E","Estimated value"
"QV","Value of Agricultural Production","384","Côte d'Ivoire","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2005","2005","1000 USD","802328","E","Estimated value"
